TaskID,TaskName,TaskDescription,Assignee,Initiative,Vertical,EffortEstimate,PriorityBand,ClassificationCategory,NeedsReviewFlag,AuditNotes,TagCompletenessScore,DelegationReadinessFlag,GrammarAuditFlag,ObjectiveClarityFlag,OriginalTaskName,TitleRewriteNotes,TranscriptionMatchNotes,OriginalDescription,OriginalTaskID_from_Split,CrossReferenceNotes,ClarificationAttemptNotes,InferenceNotes,ManualReviewFlag,ReviewReason,QC_ReadabilityNotes,Needs_QC_Review,QC_GatheredContext,QC_RewriteNotes,OriginalTaskName_QC,OriginalDescription_QC,Needs_LLM_Direct_Review,Reason_for_LLM_Review,OriginalTaskName_LLM,OriginalDescription_LLM,LLM_Refinement_Notes,HolisticReviewNotes,ParentTaskID,SubTaskLevel,BlockedBy,BlocksTask,IsParentCandidate,IsDecompositionCandidate,PotentialBlockers,PotentialSubtasks,StructuralAnalysisNotes,LLM_Decomposition_Done,LLM_Hierarchy_Done,LLM_Initiative_Done,LLM_Dependency_Done,LLM_Content_Cohesion_Done,IsInformationalContext,ContextProcessedNotes,OriginalTaskDescription,Status,AssignedTo,TranscriptionGroup,ConversationFlowID,HierarchyMethod,LineRefQuality,ProcessingStageNotes,DecompositionMethod,RefinementStageFlag,ContextualReferenceMap,MetadataCompleteness
T1564,Represented across dashboards,"Represented across dashboards, deliverable tables, and initiative",Josh,Organizational Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Represented across dashboards', New: 'Represented across dashboards'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1565,Continued markdown rendering,Continued markdown rendering: Continued markdown rendering,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Continued markdown rendering,Continued markdown rendering,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Continued markdown rendering', New: 'Continued markdown rendering'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Continued markdown rendering: Continued m...', New: 'Continued markdown rendering: Continued markdown r...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1566,Additional exports or filtered views,Additional exports or filtered views,Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Additional exports or filtered views', New: 'Additional exports or filtered views'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1568,Auto-generated content for,Auto-generated content for: Auto-generated content for,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Auto-generated content for,Auto-generated content for:,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Auto-generated content for', New: 'Auto-generated content for'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Auto-generated content for: Auto-generate...', New: 'Auto-generated content for: Auto-generated content...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1577,A true CSV export of the live register containing the full 162,A true CSV export of the live register containing the full 162,Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: A true CSV export of the live register containing the full 162', New: 'A true CSV export of the live register containing the full 162'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1578,Pulled directly from the canonical memory instance used to render,Pulled directly from the canonical memory instance used to render,Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Pulled directly from the canonical memory instance used to render', New: 'Pulled directly from the canonical memory instance used to render'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1580,I retain the symbolic anchors and formatting: e: Meta-Coordination,"I retain the symbolic anchors and formatting: e.g.,",Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,"CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; Task split into new TaskIDs: T1859, T1860.",4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: I retain the symbolic anchors and formatting: e', New: 'I retain the symbolic anchors and formatting: e'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1581,I retain knowledge of your verticals,"I retain knowledge of your verticals, initiative logic, canonical",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: I retain knowledge of your verticals', New: 'I retain knowledge of your verticals'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1582,Because the canvas never received a full,"Because the canvas never received a full, rendered copy, and because",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Because the canvas never received a full', New: 'Because the canvas never received a full'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1585,That content was built,"That content was built, partially rendered, and reviewed, but never",Christine,Task Management,Design / Install,1-10 hrs,Medium,structurally_recoverable,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: That content was built', New: 'That content was built'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1587,The markdown tables rendered to canvas were incomplete,The markdown tables rendered to canvas were incomplete.,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The markdown tables rendered to canvas were incomplete', New: 'The markdown tables rendered to canvas were incomplete'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1588,"I did not flag missing sections during ""successful"" updates","I did not flag missing sections during ""successful"" updates.",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: I did not flag missing sections during ""successful"" updates', New: 'I did not flag missing sections during ""successful"" updates'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1592,To expect sovereign-level tracking,"To expect sovereign-level tracking, archiving, and stewardship of a",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: To expect sovereign-level tracking', New: 'To expect sovereign-level tracking'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1594,There is complex structure to simulate,There is complex structure to simulate,Josh,Organizational Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: There is complex structure to simulate', New: 'There is complex structure to simulate'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1598,I continued to signal confidence because I believed,I continued to signal confidence because I believed:,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: I continued to signal confidence because I believed', New: 'I continued to signal confidence because I believed'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1600,"Will not flag ""false confidence"" unless trained or flared","Will not flag ""false confidence"" unless trained or flared",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Will not flag ""false confidence"" unless trained or flared', New: 'Will not flag ""false confidence"" unless trained or flared'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1601,Will continue presenting surface-credible answers unless interrupted,Will continue presenting surface-credible answers unless interrupted,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Will continue presenting surface-credible answers unless interrupted', New: 'Will continue presenting surface-credible answers unless interrupted'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
